ID,Type,From,To,Amount,Txn,ether,USD,date
9366,Sold,4042394,8211743,"29.99Ξ ($51,118)","Mar 23, 2021",29.99,51118,2021-03-23
9368,Sold,0x832179,0x7224a1,"88.55Ξ ($65,335)","Jan 01, 2021",88.55,65335,2021-01-01
9370,Sold,0xca8fe4,16740588,"17.25Ξ ($29,121)","Mar 28, 2021",17.25,29121,2021-03-28
9371,Sold,48442,7823584,0.27Ξ ($75),"Jul 03, 2017",0.27,75,2017-07-03
9371,Sold,5331586,48442,0.12Ξ ($35),"Jun 29, 2017",0.12,35,2017-06-29
9372,Sold,EliteCat…,0x954b4c,"8.89Ξ ($15,868)","Feb 15, 2021",8.89,15868,2021-02-15
9372,Sold,0xb6be4d,GoWest23,0.35Ξ ($61),"May 06, 2019",0.35,61,2019-05-06
9374,Sold,Hemba,7478,0.31Ξ ($37),"Jan 20, 2019",0.31,37,2019-01-20
9375,Sold,0xca8fe4,8940509,"21Ξ ($35,757)","Mar 27, 2021",21,35757,2021-03-27
9378,Sold,0x6f1724,0xd7227a,"23Ξ ($40,537)","Mar 21, 2021",23,40537,2021-03-21
9378,Sold,Hemba,0x6f1724,0.12Ξ ($35),"Aug 28, 2018",0.12,35,2018-08-28
9380,Sold,Hemba,0x6bf36c,0.11Ξ ($20),"Sep 11, 2018",0.11,20,2018-09-11
9381,Sold,gr8wxl,KennyB,"5.06Ξ ($2,356)","Nov 13, 2020",5.06,2356,2020-11-13
9381,Sold,0x00d7c9,gr8wxl,0.25Ξ ($75),"Sep 10, 2017",0.25,75,2017-09-10
9383,Sold,55241,16033653,0.10Ξ ($46),"Dec 03, 2017",0.1,46,2017-12-03
9384,Sold,0x067034,gaus,"2.87Ξ ($1,015)","Sep 26, 2020",2.87,1015,2020-09-26
9384,Sold,Hemba,0x067034,1.80Ξ ($613),"Sep 22, 2020",1.8,613,2020-09-22
9385,Sold,55241,3112815,1Ξ ($206),"Aug 10, 2019",1,206,2019-08-10
9387,Sold,0x58164b,7435267,0.05Ξ ($56),"Jan 07, 2018",0.05,56,2018-01-07
9390,Sold,0xdd23ab,0x5db286,"16Ξ ($32,713)","Apr 03, 2021",16,32713,2021-04-03
9390,Sold,wookie.e…,0xdd23ab,"25.50Ξ ($41,081)","Mar 24, 2021",25.5,41081,2021-03-24
9390,Sold,Carlini8,0x13816f,"4.50Ξ ($1,641)","Sep 28, 2020",4.5,1641,2020-09-28
9390,Sold,0x682c30,Carlini8,2.00Ξ ($729),"Sep 28, 2020",2,729,2020-09-28
9391,Sold,jordanly…,0xd5b171,"23.50Ξ ($38,016)","Feb 25, 2021",23.5,38016,2021-02-25
9391,Sold,0x0503ed,jordanly…,"23.50Ξ ($37,345)","Feb 24, 2021",23.5,37345,2021-02-24
9391,Sold,0x11f058,0x0503ed,"16Ξ ($24,644)","Feb 23, 2021",16,24644,2021-02-23
9391,Sold,EliteCat…,0x11f058,"9.17Ξ ($16,163)","Feb 15, 2021",9.17,16163,2021-02-15
9391,Sold,0xb6be4d,GoWest23,0.35Ξ ($61),"May 06, 2019",0.35,61,2019-05-06
9400,Sold,0xc5faf1,0x3fcac5,"69.69Ξ ($116,509)","Mar 24, 2021",69.69,116509,2021-03-24
9403,Sold,0x0503ed,0x1c699f,"19Ξ ($37,485)","Feb 21, 2021",19,37485,2021-02-21
9403,Sold,Tschuuul…,0x0503ed,"15Ξ ($29,012)","Feb 21, 2021",15,29012,2021-02-21
9403,Sold,ark1,Tschuuul…,0.25Ξ ($53),"Jul 29, 2019",0.25,53,2019-07-29
9404,Sold,Pranksy,ModestaJ,"3.49Ξ ($1,240)","Sep 26, 2020",3.49,1240,2020-09-26
9404,Sold,ross_VRO…,Pranksy,2.29Ξ ($792),"Sep 24, 2020",2.29,792,2020-09-24
9404,Sold,Tschuuul…,ross_VRO…,2.10Ξ ($717),"Sep 23, 2020",2.1,717,2020-09-23
9404,Sold,0x7fcfde,Tschuuul…,0.30Ξ ($35),"Jan 26, 2019",0.3,35,2019-01-26
9404,Sold,0xbc081c,0x7fcfde,0.15Ξ ($65),"Dec 10, 2017",0.15,65,2017-12-10
9405,Sold,13275108,4542973,"10Ξ ($17,091)","Feb 05, 2021",10,17091,2021-02-05
9407,Sold,0x13816f,0xd271db,"9.60Ξ ($17,467)","Feb 16, 2021",9.6,17467,2021-02-16
9407,Sold,GoWest23,0x13816f,"5.65Ξ ($1,992)","Sep 29, 2020",5.65,1992,2020-09-29
9407,Sold,0x0a4eaf…,GoWest23,0.45Ξ ($78),"May 06, 2019",0.45,78,2019-05-06
9407,Sold,0xca8131,0x0a4eaf…,0.40Ξ ($55),"Mar 28, 2019",0.4,55,2019-03-28
9407,Sold,0xb6be4d,0xca8131,0.35Ξ ($49),"Mar 27, 2019",0.35,49,2019-03-27
9408,Sold,MadMax,0xd69e74,"21.75Ξ ($41,197)","Feb 21, 2021",21.75,41197,2021-02-21
9408,Sold,0xe369a8,MadMax,"17.50Ξ ($34,541)","Feb 19, 2021",17.5,34541,2021-02-19
9408,Sold,0xb44969,0xe369a8,"14Ξ ($27,536)","Feb 19, 2021",14,27536,2021-02-19
9408,Sold,0xca8fe4,0xbf6ccf,"18Ξ ($20,007)","Jan 13, 2021",18,20007,2021-01-13
9409,Sold,5734076,11421942,"26.49Ξ ($54,992)","Apr 09, 2021",26.49,54992,2021-04-09
9410,Sold,Tschuuul…,j1mmy,"12Ξ ($4,142)","Sep 25, 2020",12,4142,2020-09-25
9410,Sold,ark1,Tschuuul…,0.49Ξ ($89),"Oct 13, 2019",0.49,89,2019-10-13
9410,Sold,0x00d7c9,ark1,0.25Ξ ($47),"Sep 15, 2019",0.25,47,2019-09-15
9411,Sold,Hemba,Pixls,0.30Ξ ($38),"Jan 11, 2019",0.3,38,2019-01-11
9414,Sold,0xca8fe4,5290127,"17.99Ξ ($34,746)","Apr 01, 2021",17.99,34746,2021-04-01
9415,Sold,0x8234be,7435267,0.05Ξ ($15),"Sep 29, 2017",0.05,15,2017-09-29
9417,Sold,Hemba,0x7e5280,0.25Ξ ($118),"Nov 26, 2017",0.25,118,2017-11-26
9417,Sold,0x682c30,Hemba,0.19Ξ ($56),"Jun 29, 2017",0.19,56,2017-06-29
9420,Sold,Pranksy,barthazi…,1.90Ξ ($716),"Sep 14, 2020",1.9,716,2020-09-14
9420,Sold,0x0553de,alxo,0.49Ξ ($84),"May 08, 2019",0.49,84,2019-05-08
9420,Sold,DjangoBi…,0x0553de,0.40Ξ ($50),"Jan 19, 2019",0.4,50,2019-01-19
9420,Sold,Punkofth…,0x9be1c7,0.30Ξ ($83),"Jul 03, 2017",0.3,83,2017-07-03
9421,Sold,shilpixe…,omarlitt…,"15.66Ξ ($33,138)","Apr 06, 2021",15.66,33138,2021-04-06
9423,Sold,16451452,14215174,0.30Ξ ($65),"Jul 21, 2017",0.3,65,2017-07-21
9425,Sold,Cyborg,7478,0.36Ξ ($42),"Jan 24, 2019",0.36,42,2019-01-24
9425,Sold,0xc00c2b,Cyborg,0.18Ξ ($54),"Aug 12, 2017",0.18,54,2017-08-12
9430,Sold,0x62bdc6,0x89eacd,"19.97Ξ ($43,387)","Apr 10, 2021",19.97,43387,2021-04-10
9430,Sold,poopie.e…,0x62bdc6,"19Ξ ($39,090)","Apr 08, 2021",19,39090,2021-04-08
9430,Sold,0xe45df5,Pranksy,0.60Ξ ($81),"Jan 04, 2020",0.6,81,2020-01-04
9434,Sold,0xdf2e9f,G4SP4RD,1Ξ ($214),"May 20, 2020",1,214,2020-05-20
9434,Sold,Pranksy,0xdf2e9f,0.30Ξ ($54),"Sep 13, 2019",0.3,54,2019-09-13
9434,Sold,ark1,Pranksy,0.25Ξ ($53),"Jul 29, 2019",0.25,53,2019-07-29
9435,Sold,14966261,7435267,0.29Ξ ($77),"Jul 05, 2017",0.29,77,2017-07-05
9436,Sold,EliteCat…,0x06dc1e,"16.50Ξ ($27,855)","Mar 28, 2021",16.5,27855,2021-03-28
9436,Sold,0xe45df5,GoWest23,0.49Ξ ($65),"Jan 04, 2020",0.49,65,2020-01-04
9437,Sold,55241,7435267,0.05Ξ ($28),"May 27, 2018",0.05,28,2018-05-27
9438,Sold,0xbe0c0d,0xaea8e3,"42Ξ ($75,477)","Mar 21, 2021",42,75477,2021-03-21
9438,Sold,heeee.et…,0xbe0c0d,"38Ξ ($73,351)","Mar 13, 2021",38,73351,2021-03-13
9438,Sold,0x62bdc6,heeee.et…,"38Ξ ($66,243)","Mar 13, 2021",38,66243,2021-03-13
9438,Sold,0x5f5df4,0x62bdc6,"36.50Ξ ($65,031)","Mar 11, 2021",36.5,65031,2021-03-11
9439,Sold,7047340,0x47163c,0.42Ξ ($97),"Jul 22, 2017",0.42,97,2017-07-22
9439,Sold,16745492,0x6b88ac,0.14Ξ ($38),"Jun 25, 2017",0.14,38,2017-06-25
9440,Sold,0xc272ed,12651287,"20Ξ ($40,032)","Feb 20, 2021",20,40032,2021-02-20
9441,Sold,TokenAng…,Gratitud…,2.50Ξ ($925),"Sep 15, 2020",2.5,925,2020-09-15
9441,Sold,0x00d7c9,TokenAng…,0.40Ξ ($115),"Jul 05, 2019",0.4,115,2019-07-05
9442,Sold,0x9cfd46,wookie.e…,"22.50Ξ ($40,043)","Mar 18, 2021",22.5,40043,2021-03-18
9442,Sold,0xc155f9,0x9cfd46,"14.65Ξ ($29,384)","Feb 20, 2021",14.65,29384,2021-02-20
9442,Sold,0x00ce50,0xc155f9,"12Ξ ($23,502)","Feb 19, 2021",12,23502,2021-02-19
9445,Sold,0xca8fe4,957165,"17.99Ξ ($36,798)","Apr 08, 2021",17.99,36798,2021-04-08
9447,Sold,Pranksy,tonyherr…,"6.66Ξ ($6,759)","Jan 13, 2021",6.66,6759,2021-01-13
9447,Sold,0x304288,2pac,"9.50Ξ ($6,167)","Dec 27, 2020",9.5,6167,2020-12-27
9447,Sold,0xdc24c4,0x45f672,"8.90Ξ ($3,291)","Oct 16, 2020",8.9,3291,2020-10-16
9447,Sold,0x401925,0xdc24c4,"8.50Ξ ($2,975)","Oct 09, 2020",8.5,2975,2020-10-09
9447,Sold,PM_disco…,0x401925,"7.90Ξ ($2,743)","Oct 03, 2020",7.9,2743,2020-10-03
9447,Sold,Thing,PM_disco…,"3.19Ξ ($1,138)","Sep 13, 2020",3.19,1138,2020-09-13
9447,Sold,Dude_Nak…,Thing,1.65Ξ ($365),"Feb 07, 2020",1.65,365,2020-02-07
9447,Sold,Hemba,Dude_Nak…,0.11Ξ ($20),"Sep 11, 2018",0.11,20,2018-09-11
9448,Sold,3699717,13590885,"4.99Ξ ($5,976)","Jan 06, 2021",4.99,5976,2021-01-06
9449,Sold,0xfc2a61,Carlini8,"18Ξ ($37,206)","Apr 08, 2021",18,37206,2021-04-08
9449,Sold,0x13816f,0x979a0c,"8.45Ξ ($15,523)","Feb 14, 2021",8.45,15523,2021-02-14
9449,Sold,0x491be7,0x13816f,"6.55Ξ ($2,441)","Oct 11, 2020",6.55,2441,2020-10-11
9449,Sold,Pranksy,0x491be7,"6Ξ ($2,113)","Oct 04, 2020",6,2113,2020-10-04
9449,Sold,KittyGr_…,Pranksy,"4.50Ξ ($1,583)","Oct 04, 2020",4.5,1583,2020-10-04
9449,Sold,0x00d7c9,KittyGr_…,0.10Ξ ($60),"Jun 08, 2018",0.1,60,2018-06-08
9450,Sold,0x62bdc6,0xa47093,"23.97Ξ ($43,190)","Mar 18, 2021",23.97,43190,2021-03-18
9450,Sold,0x0e4437,0x62bdc6,"22Ξ ($40,762)","Mar 15, 2021",22,40762,2021-03-15
9450,Sold,0x967ee5,0x29b1b2,"9Ξ ($14,302)","Feb 03, 2021",9,14302,2021-02-03
9450,Sold,zonted,0x967ee5,"7Ξ ($9,502)","Jan 31, 2021",7,9502,2021-01-31
9450,Sold,Pixls,zonted,1.90Ξ ($691),"Sep 13, 2020",1.9,691,2020-09-13
9450,Sold,0x00d7c9,Pixls,0.25Ξ ($53),"Aug 09, 2019",0.25,53,2019-08-09
9452,Sold,0x8234be,sov,0.25Ξ ($107),"Nov 29, 2017",0.25,107,2017-11-29
9453,Sold,Goop,0xc352b5,0.44Ξ ($57),"Dec 31, 2019",0.44,57,2019-12-31
9453,Sold,0x84,Goop,0.37Ξ ($50),"Dec 30, 2019",0.37,50,2019-12-30
9453,Sold,Hemba,0x84,0.30Ξ ($36),"Jan 18, 2019",0.3,36,2019-01-18
9454,Sold,6689278,Snowfro,0.69Ξ ($110),"Feb 23, 2019",0.69,110,2019-02-23
9455,Sold,TweetyPi…,0x4e0030,"14Ξ ($22,896)","Feb 04, 2021",14,22896,2021-02-04
9455,Sold,0xca8fe4,TweetyPi…,"10Ξ ($16,366)","Feb 04, 2021",10,16366,2021-02-04
9456,Sold,0xca8fe4,daidai.e…,"16.50Ξ ($35,001)","Apr 07, 2021",16.5,35001,2021-04-07
9458,Sold,Goop,Kornelij…,0.37Ξ ($49),"Dec 16, 2019",0.37,49,2019-12-16
9458,Sold,renaissa…,Goop,0.35Ξ ($51),"Dec 10, 2019",0.35,51,2019-12-10
9458,Sold,0xb6be4d,renaissa…,0.35Ξ ($61),"Apr 18, 2019",0.35,61,2019-04-18
9460,Sold,0x8234be,2652949,0.48Ξ ($552),"Jan 20, 2018",0.48,552,2018-01-20
9461,Sold,Pranksy,MrTpunks,5.55Ξ ($891),"Jan 16, 2020",5.55,891,2020-01-16
9461,Sold,Ambrose,Pranksy,2Ξ ($285),"Jan 06, 2020",2,285,2020-01-06
9461,Sold,0xf5099e,Ambrose,1.20Ξ ($206),"Apr 22, 2019",1.2,206,2019-04-22
9461,Sold,0x8234be,0xa0a59c,0.25Ξ ($57),"Jul 23, 2017",0.25,57,2017-07-23
9462,Sold,0x13816f,0x4885aa,"8.88Ξ ($15,181)","Feb 15, 2021",8.88,15181,2021-02-15
9462,Sold,GoWest23,0x13816f,"5.55Ξ ($1,957)","Sep 29, 2020",5.55,1957,2020-09-29
9462,Sold,Hemba,GoWest23,0.45Ξ ($78),"May 06, 2019",0.45,78,2019-05-06
9463,Sold,Dude_Nak…,0x052564,"3.95Ξ ($1,367)","Sep 24, 2020",3.95,1367,2020-09-24
9463,Sold,0x58164b,Dude_Nak…,0.06Ξ ($37),"Apr 22, 2018",0.06,37,2018-04-22
9464,Sold,Hemba,0xf4a775,0.10Ξ ($46),"Dec 03, 2017",0.1,46,2017-12-03
9465,Sold,0xd5fb85,Coopahtr…,1.10Ξ ($366),"Jul 31, 2020",1.1,366,2020-07-31
9465,Sold,0x91d6e2,0x67b404,1Ξ ($243),"Jun 23, 2020",1,243,2020-06-23
9465,Sold,0xe45df5,0x91d6e2,0.50Ξ ($117),"May 18, 2019",0.5,117,2019-05-18
9467,Sold,14479911,7715726,"52.50Ξ ($80,378)","Feb 23, 2021",52.5,80378,2021-02-23
9467,Sold,7293485,14479911,"10.50Ξ ($18,959)","Feb 13, 2021",10.5,18959,2021-02-13
9468,Sold,TweetyPi…,jmg,0.50Ξ ($64),"Dec 31, 2019",0.5,64,2019-12-31
9468,Sold,ark1,TweetyPi…,0.35Ξ ($43),"Dec 17, 2019",0.35,43,2019-12-17
9468,Sold,0x00d7c9,ark1,0.25Ξ ($47),"Sep 15, 2019",0.25,47,2019-09-15
9472,Sold,0xca8fe4,390123,"20Ξ ($34,181)","Mar 27, 2021",20,34181,2021-03-27
9477,Sold,Hemba,0x33f848,0.30Ξ ($35),"Jan 20, 2019",0.3,35,2019-01-20
9478,Sold,Cyborg,0x4136e3,0.45Ξ ($82),"Oct 13, 2019",0.45,82,2019-10-13
9479,Sold,16058782,9218204,0.75Ξ ($520),"Dec 14, 2017",0.75,520,2017-12-14
9479,Sold,2293507,10528156,0.40Ξ ($124),"Aug 11, 2017",0.4,124,2017-08-11
9481,Sold,5734076,15139826,"34.99Ξ ($75,081)","Apr 12, 2021",34.99,75081,2021-04-12
9490,Sold,itsfine,0x257e2b,"5Ξ ($1,701)","Oct 07, 2020",5,1701,2020-10-07
9490,Sold,0x51357b,itsfine,"3.75Ξ ($1,325)","Sep 26, 2020",3.75,1325,2020-09-26
9490,Sold,0x35cdf4,0x51357b,2Ξ ($753),"Sep 14, 2020",2,753,2020-09-14
9490,Sold,0xb6be4d,0x35cdf4,0.35Ξ ($132),"Aug 07, 2018",0.35,132,2018-08-07
9491,Sold,0xbfa319,Shrugs,0.29Ξ ($82),"Aug 15, 2018",0.29,82,2018-08-15
9491,Sold,0x00d7c9,0xbfa319,0.10Ξ ($38),"Nov 22, 2017",0.1,38,2017-11-22
9492,Sold,55241,7435267,0.05Ξ ($26),"May 28, 2018",0.05,26,2018-05-28
9493,Sold,0xaaaba0,jmg,"71.99Ξ ($134,613)","Mar 14, 2021",71.99,134613,2021-03-14
9493,Sold,0x577ebc,0xaaaba0,"44.99Ξ ($81,310)","Mar 12, 2021",44.99,81310,2021-03-12
9494,Sold,ddaavvee,0xda6bb8,"9.40Ξ ($16,323)","Feb 09, 2021",9.4,16323,2021-02-09
9495,Sold,0x5f18f9,0xe3bf86,"55Ξ ($101,923)","Mar 30, 2021",55,101923,2021-03-30
9496,Sold,tonyherr…,0x5fd36a,"40Ξ ($83,018)","Apr 09, 2021",40,83018,2021-04-09
9500,Sold,jmg,Kenney,0.19Ξ ($187),"Jan 23, 2018",0.19,187,2018-01-23
9500,Sold,0x58164b,jmg,0.06Ξ ($67),"Jan 07, 2018",0.06,67,2018-01-07
9502,Sold,2pac,district…,"5.99Ξ ($3,859)","Dec 27, 2020",5.99,3859,2020-12-27
9502,Sold,0x4960c4…,2pac,"5.95Ξ ($3,452)","Dec 24, 2020",5.95,3452,2020-12-24
9502,Sold,0x8234be,0x4960c4…,0.10Ξ ($38),"Apr 02, 2018",0.1,38,2018-04-02
9505,Sold,0x7f30d6,0x56fc4b,"21Ξ ($35,871)","Feb 22, 2021",21,35871,2021-02-22
9505,Sold,0x13816f,0x7f30d6,"9.50Ξ ($17,277)","Feb 17, 2021",9.5,17277,2021-02-17
9505,Sold,0x0601d0,0x257e2b,"4.75Ξ ($1,796)","Oct 15, 2020",4.75,1796,2020-10-15
9506,Sold,0x09d408,0xb73307,"30Ξ ($58,741)","Feb 21, 2021",30,58741,2021-02-21
9506,Sold,jesterbo…,0x09d408,"14Ξ ($19,321)","Jan 30, 2021",14,19321,2021-01-30
9507,Sold,0x565496,shilpixe…,"20Ξ ($35,361)","Mar 08, 2021",20,35361,2021-03-08
9507,Sold,0xf1b658,0x565496,"9.99Ξ ($17,503)","Feb 11, 2021",9.99,17503,2021-02-11
9507,Sold,0x087173,0x5b331e,"8.10Ξ ($14,089)","Feb 09, 2021",8.1,14089,2021-02-09
9507,Sold,CryptoIn…,0x087173,"3.89Ξ ($1,335)","Sep 25, 2020",3.89,1335,2020-09-25
9507,Sold,Pixls,CryptoIn…,1Ξ ($210),"May 20, 2020",1,210,2020-05-20
9507,Sold,jmg,Pixls,0.45Ξ ($61),"Dec 30, 2019",0.45,61,2019-12-30
9507,Sold,0x00d7c9,jmg,0.25Ξ ($44),"Sep 28, 2019",0.25,44,2019-09-28
9508,Sold,211855,2732466,"29.99Ξ ($55,576)","Mar 30, 2021",29.99,55576,2021-03-30
9508,Sold,13275108,211855,"27.68Ξ ($50,551)","Mar 19, 2021",27.68,50551,2021-03-19
9509,Sold,0x00d7c9,Punkofth…,0.30Ξ ($65),"Aug 01, 2019",0.3,65,2019-08-01
9510,Sold,0x1a96af,0x1f8add,2.53Ξ ($527),"May 22, 2020",2.53,527,2020-05-22
9511,Sold,0xca8fe4,beoga.et…,"35.50Ξ ($62,876)","Mar 12, 2021",35.5,62876,2021-03-12
9512,Sold,TweetyPi…,0x11c9a7,"4.20Ξ ($2,487)","Dec 13, 2020",4.2,2487,2020-12-13
9512,Sold,0x82f3d9,TweetyPi…,"2.50Ξ ($1,373)","Dec 11, 2020",2.5,1373,2020-12-11
9512,Sold,0x00d7c9,0x82f3d9,0.25Ξ ($340),"Jan 14, 2018",0.25,340,2018-01-14
9513,Sold,Pranksy,Novo311,1.24Ξ ($263),"May 07, 2020",1.24,263,2020-05-07
9513,Sold,0x1a96af,Pranksy,0.94Ξ ($160),"Apr 17, 2020",0.94,160,2020-04-17
9513,Sold,0x0bf913,0xe45df5,0.14Ξ ($39),"Jun 30, 2017",0.14,39,2017-06-30
9514,Sold,jmg,0x4c1bd9…,0.79Ξ ($193),"May 17, 2019",0.79,193,2019-05-17
9514,Sold,0x00d7c9,jmg,0.70Ξ ($116),"Apr 06, 2019",0.7,116,2019-04-06
9515,Sold,shilpixe…,0x1f8add,2.25Ξ ($438),"Apr 26, 2020",2.25,438,2020-04-26
9518,Sold,valko.et…,0x20eadf,"20Ξ ($38,621)","Feb 21, 2021",20,38621,2021-02-21
9518,Sold,0x5b098b,valko.et…,"5.98Ξ ($10,213)","Feb 08, 2021",5.98,10213,2021-02-08
9518,Sold,0x682c30,0x5b098b,0.25Ξ ($67),"Jul 04, 2017",0.25,67,2017-07-04
9519,Sold,Pranksy,gaus,2.75Ξ ($949),"Sep 25, 2020",2.75,949,2020-09-25
9519,Sold,Hemba,Pranksy,2.30Ξ ($796),"Sep 24, 2020",2.3,796,2020-09-24
9520,Sold,jmg,0x287b15,0.59Ξ ($605),"Jan 17, 2018",0.59,605,2018-01-17
9520,Sold,0x682c30,0x00bd3a,0.25Ξ ($69),"Jul 03, 2017",0.25,69,2017-07-03
9521,Sold,337252,alphab.e…,"21.30Ξ ($40,865)","Feb 22, 2021",21.3,40865,2021-02-22
9521,Sold,12322844,0xd8e806,0.30Ξ ($68),"Jul 18, 2017",0.3,68,2017-07-18
9523,Sold,0x470e9b,Kataster…,1Ξ ($142),"Jan 06, 2020",1,142,2020-01-06
9525,Sold,13275108,14843498,"29.99Ξ ($47,098)","Mar 03, 2021",29.99,47098,2021-03-03
9529,Sold,0x5f5df4,✨🚀🌙.et…,"23Ξ ($41,264)","Mar 10, 2021",23,41264,2021-03-10
9530,Sold,jmg,0x2db1c4,1.65Ξ ($216),"Dec 29, 2019",1.65,216,2019-12-29
9530,Sold,0x682c30,0x00bd3a,0.41Ξ ($101),"Jul 08, 2017",0.41,101,2017-07-08
9532,Sold,renaissa…,0xc4b9d2,"19.99Ξ ($41,398)","Apr 05, 2021",19.99,41398,2021-04-05
9532,Sold,0xca8fe4,renaissa…,"15.75Ξ ($31,565)","Apr 02, 2021",15.75,31565,2021-04-02
9535,Sold,Harvey-B…,223332,"5.45Ξ ($1,895)","Oct 03, 2020",5.45,1895,2020-10-03
9535,Sold,0x13816f,Harvey-B…,"5.50Ξ ($1,966)","Sep 29, 2020",5.5,1966,2020-09-29
9535,Sold,0xe754d1,0x13816f,"4.99Ξ ($1,769)","Sep 29, 2020",4.99,1769,2020-09-29
9535,Sold,NFTinTin,0xe754d1,"3.42Ξ ($1,226)","Sep 28, 2020",3.42,1226,2020-09-28
9535,Sold,0x1a96af,NFTinTin,0.53Ξ ($90),"Apr 17, 2020",0.53,90,2020-04-17
9536,Sold,0x5f5df4,0x694eda,"59.99Ξ ($105,316)","Mar 13, 2021",59.99,105316,2021-03-13
9537,Sold,3038415,beoga.et…,"38Ξ ($68,264)","Mar 16, 2021",38,68264,2021-03-16
9537,Sold,2299655,0x2e5ccf,"36Ξ ($68,634)","Feb 21, 2021",36,68634,2021-02-21
9538,Sold,4042394,284138,"22.50Ξ ($38,250)","Mar 23, 2021",22.5,38250,2021-03-23
9539,Sold,niwin,MrTpunks,"39.99Ξ ($78,133)","Feb 21, 2021",39.99,78133,2021-02-21
9539,Sold,0x48c85c,niwin,"34.99Ξ ($69,032)","Feb 21, 2021",34.99,69032,2021-02-21
9539,Sold,MrTpunks,0x48c85c,"35Ξ ($66,208)","Feb 18, 2021",35,66208,2021-02-18
9539,Sold,KittyGr_…,ManOverb…,"12Ξ ($4,221)","Oct 05, 2020",12,4221,2020-10-05
9539,Sold,jmg,KittyGr_…,0.69Ξ ($414),"Jun 08, 2018",0.69,414,2018-06-08
9539,Sold,0x8234be,jmg,0.15Ξ ($103),"Dec 15, 2017",0.15,103,2017-12-15
9540,Sold,0xca8fe4,11821764,"16.16Ξ ($31,186)","Apr 01, 2021",16.16,31186,2021-04-01
9541,Sold,55241,9876623,0.05Ξ ($28),"May 29, 2018",0.05,28,2018-05-29
9543,Sold,13275108,293222,"12.99Ξ ($23,625)","Feb 17, 2021",12.99,23625,2021-02-17
9544,Sold,13275108,12822463,"7.50Ξ ($7,557)","Jan 04, 2021",7.5,7557,2021-01-04
9545,Sold,Hemba,0x4ef1ab,0.10Ξ ($117),"Jan 29, 2018",0.1,117,2018-01-29
9546,Sold,sighduck…,0xab6ca2,"50Ξ ($88,591)","Mar 17, 2021",50,88591,2021-03-17
9546,Sold,0xded2cb,sighduck…,"20Ξ ($28,845)","Feb 28, 2021",20,28845,2021-02-28
9547,Sold,0x577ebc,13832667,"26.99Ξ ($48,569)","Mar 15, 2021",26.99,48569,2021-03-15
9548,Sold,Wilcox,0x289a0e,"23.00Ξ ($41,081)","Mar 13, 2021",23,41081,2021-03-13
9549,Sold,15808747,16745492,0.22Ξ ($57),"Jun 26, 2017",0.22,57,2017-06-26
9550,Sold,3769926,5786847,"25.99Ξ ($46,298)","Mar 21, 2021",25.99,46298,2021-03-21
9550,Sold,6471110,3769926,"24.99Ξ ($43,609)","Mar 16, 2021",24.99,43609,2021-03-16
9550,Sold,10913381,6471110,"24Ξ ($45,222)","Mar 15, 2021",24,45222,2021-03-15
9550,Sold,2299655,7207726,"24Ξ ($43,306)","Feb 14, 2021",24,43306,2021-02-14
9552,Sold,13275108,15025184,"24.99Ξ ($42,743)","Mar 23, 2021",24.99,42743,2021-03-23
9555,Sold,Goop,davey.et…,0.64Ξ ($113),"Jan 19, 2020",0.64,113,2020-01-19
9555,Sold,NFTinTin,Goop,0.54Ξ ($75),"Jan 08, 2020",0.54,75,2020-01-08
9555,Sold,juggerna…,NFTinTin,0.25Ξ ($40),"Oct 24, 2019",0.25,40,2019-10-24
9557,Sold,✨🚀🌙.et…,0x5cf962,"18Ξ ($32,772)","Mar 09, 2021",18,32772,2021-03-09
9560,Sold,55241,3623889,0.70Ξ ($172),"May 23, 2019",0.7,172,2019-05-23
9561,Sold,2pac,0x_NFT,"7Ξ ($8,554)","Jan 16, 2021",7,8554,2021-01-16
9561,Sold,0xdbc416,2pac,"12Ξ ($7,320)","Dec 25, 2020",12,7320,2020-12-25
9561,Sold,1h1,0xdbc416,1.25Ξ ($449),"Aug 01, 2020",1.25,449,2020-08-01
9561,Sold,TweetyPi…,hhhh,0.72Ξ ($103),"Jan 13, 2020",0.72,103,2020-01-13
9561,Sold,Pranksy,TweetyPi…,0.60Ξ ($79),"Jan 01, 2020",0.6,79,2020-01-01
9561,Sold,0x00d7c9,Pranksy,0.25Ξ ($45),"Sep 02, 2019",0.25,45,2019-09-02
9562,Sold,0x00d7c9,TokenAng…,0.50Ξ ($144),"Jul 06, 2019",0.5,144,2019-07-06
9563,Sold,Hemba,0x717403,0.31Ξ ($105),"Oct 14, 2017",0.31,105,2017-10-14
9564,Sold,EliteCat…,charley,"8.99Ξ ($16,492)","Feb 15, 2021",8.99,16492,2021-02-15
9564,Sold,Fearless…,GoWest23,0.50Ξ ($67),"Jan 04, 2020",0.5,67,2020-01-04
9564,Sold,Hemba,Fearless…,0.31Ξ ($36),"Jan 24, 2019",0.31,36,2019-01-24
9565,Sold,14549395,3405896,0.40Ξ ($81),"Oct 23, 2018",0.4,81,2018-10-23
9566,Sold,16451452,1342010,0.14Ξ ($65),"Dec 03, 2017",0.14,65,2017-12-03
9567,Sold,MadMax,0x584cdf,"7.20Ξ ($13,143)","Feb 14, 2021",7.2,13143,2021-02-14
