ID,Type,From,To,Amount,Txn,ether,USD,date
2238,Sold,0x62bdc6,0xa6e2e9,"13Ξ ($46,099)","May 18, 2021",13,46099,2021-05-18
2238,Sold,0xc11192,0x42f3f7,"19.75Ξ ($69,751)","May 07, 2021",19.75,69751,2021-05-07
1190,Sold,0xcf74e4,0x43fb99,400Ξ ($1.38M),"May 18, 2021",400,1380000,2021-05-18
8524,Sold,4281380,4606356,"26.50Ξ ($88,600)","May 18, 2021",26.5,88600,2021-05-18
8524,Sold,755965,13812128,"28Ξ ($59,660)","Apr 20, 2021",28,59660,2021-04-20
3532,Sold,quantbik…,fazebank…,"14.69Ξ ($47,851)","May 18, 2021",14.69,47851,2021-05-18
6635,Sold,957165,15437938,"17.99Ξ ($60,992)","May 17, 2021",17.99,60992,2021-05-17
6635,Sold,9119710,957165,"20Ξ ($78,267)","May 10, 2021",20,78267,2021-05-10
0853,Sold,quantbik…,0x3c2b4b,"15.50Ξ ($52,863)","May 17, 2021",15.5,52863,2021-05-17
0853,Sold,0x163ee0,quantbik…,"14Ξ ($47,045)","May 16, 2021",14,47045,2021-05-16
6505,Sold,0xf2907a,10688461,"38Ξ ($129,143)","May 17, 2021",38,129143,2021-05-17
6505,Sold,0x00653d,571999,"33Ξ ($111,223)","May 04, 2021",33,111223,2021-05-04
8213,Sold,sighduck…,sartoshi…,"13.50Ξ ($44,104)","May 17, 2021",13.5,44104,2021-05-17
8213,Sold,TweetyPi…,sighduck…,"19Ξ ($65,253)","May 05, 2021",19,65253,2021-05-05
8213,Sold,0xa25803,TweetyPi…,"22Ξ ($69,824)","May 03, 2021",22,69824,2021-05-03
6056,Sold,0x0e9aed,1633948,"26Ξ ($85,691)","May 17, 2021",26,85691,2021-05-17
6056,Sold,0x94f67d,957165,"16Ξ ($61,927)","May 14, 2021",16,61927,2021-05-14
3257,Sold,0x42f3f7,0xcb1391,"13Ξ ($42,846)","May 17, 2021",13,42846,2021-05-17
4282,Sold,6811088,15374116,"20Ξ ($66,965)","May 17, 2021",20,66965,2021-05-17
5859,Sold,9119710,808103,"20Ξ ($65,532)","May 17, 2021",20,65532,2021-05-17
8740,Sold,point-gr…,0x4affe1,"15Ξ ($50,686)","May 17, 2021",15,50686,2021-05-17
8740,Sold,0x42f3f7,point-gr…,"13.60Ξ ($50,609)","May 13, 2021",13.6,50609,2021-05-13
8740,Sold,0x8f6b1e,wookie.e…,"19Ξ ($62,444)","May 04, 2021",19,62444,2021-05-04
1361,Sold,0x940a26,sartoshi…,"29.90Ξ ($105,145)","May 17, 2021",29.9,105145,2021-05-17
4359,Sold,9119710,3783217,"22Ξ ($78,557)","May 17, 2021",22,78557,2021-05-17
1370,Sold,5550452,11254910,"18Ξ ($64,274)","May 16, 2021",18,64274,2021-05-16
1370,Sold,3926171,5550452,"19Ξ ($78,472)","May 11, 2021",19,78472,2021-05-11
9012,Sold,0x163ee0,5858674,"18Ξ ($60,486)","May 16, 2021",18,60486,2021-05-16
9012,Sold,0xb5cae9,1457888,"27Ξ ($95,875)","May 07, 2021",27,95875,2021-05-07
2376,Sold,0x4affe1,0xb9afc8,"16.97Ξ ($60,695)","May 16, 2021",16.97,60695,2021-05-16
2376,Sold,0xe19380,0x4affe1,"16Ξ ($57,226)","May 16, 2021",16,57226,2021-05-16
2321,Sold,0xac33a5,0xdb2b36,"14.60Ξ ($53,439)","May 16, 2021",14.6,53439,2021-05-16
2321,Sold,renaissa…,0xac33a5,"12Ξ ($45,810)","May 13, 2021",12,45810,2021-05-13
2321,Sold,@whiz,renaissa…,"23.99Ξ ($59,130)","Apr 17, 2021",23.99,59130,2021-04-17
5618,Sold,9762429,16056278,"29Ξ ($116,083)","May 14, 2021",29,116083,2021-05-14
9378,Sold,0xf2907a,wookie.e…,"39Ξ ($155,497)","May 14, 2021",39,155497,2021-05-14
2464,Sold,9762429,9952039,"36Ξ ($140,278)","May 14, 2021",36,140278,2021-05-14
7508,Sold,0xc20c55,0x034b46,"29.90Ξ ($114,768)","May 14, 2021",29.9,114768,2021-05-14
7635,Sold,0x48d1f7,0x0b67a3,"15Ξ ($57,576)","May 14, 2021",15,57576,2021-05-14
4253,Sold,0x4ffe38,0xb155c5,"22.50Ξ ($86,121)","May 14, 2021",22.5,86121,2021-05-14
8029,Sold,sartoshi…,0xf3d10d,"14.98Ξ ($58,201)","May 14, 2021",14.98,58201,2021-05-14
8029,Sold,0xb34860,sartoshi…,"13Ξ ($49,926)","May 13, 2021",13,49926,2021-05-13
9023,Sold,7925926,15978765,"18.18Ξ ($70,634)","May 14, 2021",18.18,70634,2021-05-14
8573,Sold,0x538b5d,0xf71212,"14.50Ξ ($56,336)","May 14, 2021",14.5,56336,2021-05-14
8573,Sold,0x62bdc6,0x538b5d,"11.97Ξ ($45,970)","May 13, 2021",11.97,45970,2021-05-13
8573,Sold,0x56fc4b,0x62bdc6,"21Ξ ($57,483)","Apr 28, 2021",21,57483,2021-04-28
3759,Sold,0x05e709,0x81c040,"14.99Ξ ($58,240)","May 14, 2021",14.99,58240,2021-05-14
1015,Sold,0x3634f3,ire.eth,"19.22Ξ ($71,990)","May 13, 2021",19.22,71990,2021-05-13
1015,Sold,anonymou…,0x3634f3,"35.98Ξ ($96,504)","Apr 28, 2021",35.98,96504,2021-04-28
1015,Sold,etekis,anonymou…,"35Ξ ($91,729)","Apr 22, 2021",35,91729,2021-04-22
5913,Sold,0xf3d10d,0x034b46,"49Ξ ($182,343)","May 13, 2021",49,182343,2021-05-13
7463,Sold,quantbik…,point-gr…,"14.45Ξ ($53,772)","May 13, 2021",14.45,53772,2021-05-13
3008,Sold,renaissa…,0x85e8eb,"17Ξ ($62,646)","May 13, 2021",17,62646,2021-05-13
3502,Sold,0x3be89b,2985333,"13Ξ ($47,906)","May 13, 2021",13,47906,2021-05-13
6514,Sold,0xa876cd,0x2d8d75,"12.88Ξ ($47,464)","May 13, 2021",12.88,47464,2021-05-13
4273,Sold,0x05e709,0x2d8d75,"13.99Ξ ($51,554)","May 13, 2021",13.99,51554,2021-05-13
6335,Sold,14783360,2985333,"13.70Ξ ($50,485)","May 13, 2021",13.7,50485,2021-05-13
7575,Sold,0x54b174,0x2d8d75,"13.50Ξ ($49,748)","May 13, 2021",13.5,49748,2021-05-13
7575,Sold,0x62bdc6,0x54b174,"13Ξ ($49,926)","May 13, 2021",13,49926,2021-05-13
3917,Sold,0x05e709,0x2d8d75,"14.99Ξ ($55,239)","May 13, 2021",14.99,55239,2021-05-13
1912,Sold,0x054f68,0x2d8d75,"14.50Ξ ($53,433)","May 13, 2021",14.5,53433,2021-05-13
1912,Sold,0x20d5a3,0x054f68,"21.70Ξ ($72,281)","May 04, 2021",21.7,72281,2021-05-04
4734,Sold,SenecaEt…,0x2d8d75,"14.95Ξ ($55,092)","May 13, 2021",14.95,55092,2021-05-13
5536,Sold,0xb34860,0x2d8d75,"12.50Ξ ($46,063)","May 13, 2021",12.5,46063,2021-05-13
9255,Sold,0x05e709,0x2d8d75,"14.49Ξ ($53,397)","May 13, 2021",14.49,53397,2021-05-13
8826,Sold,Deeze,0x2d8d75,"12.45Ξ ($45,879)","May 13, 2021",12.45,45879,2021-05-13
1673,Sold,point-gr…,0x2d8d75,"14.40Ξ ($53,065)","May 13, 2021",14.4,53065,2021-05-13
6933,Sold,3699717,8775915,"13Ξ ($46,910)","May 13, 2021",13,46910,2021-05-13
4794,Sold,0x3634f3,0x344f2b,"18Ξ ($68,809)","May 13, 2021",18,68809,2021-05-13
4794,Sold,0xdb2ba0,0x3634f3,"25Ξ ($101,667)","May 11, 2021",25,101667,2021-05-11
8237,Sold,0xd4442b,0x237685,"17Ξ ($63,924)","May 13, 2021",17,63924,2021-05-13
8237,Sold,0x97db27,0xd4442b,"22.50Ξ ($59,533)","Apr 27, 2021",22.5,59533,2021-04-27
8237,Sold,EliteCat…,0x97db27,"19.25Ξ ($46,795)","Apr 21, 2021",19.25,46795,2021-04-21
9332,Sold,0x4c9692,901568,"43Ξ ($161,691)","May 13, 2021",43,161691,2021-05-13
9332,Sold,0x062c54,5019282,"95Ξ ($337,083)","May 08, 2021",95,337083,2021-05-08
1704,Sold,0x131b2b,nftguild…,"17Ξ ($63,924)","May 13, 2021",17,63924,2021-05-13
0608,Sold,0xb10004,9399070,"45Ξ ($169,211)","May 13, 2021",45,169211,2021-05-13
0608,Sold,0x78b58e,11599876,"39.99Ξ ($93,826)","Apr 14, 2021",39.99,93826,2021-04-14
0608,Sold,0xfeeb2d,7910798,"35Ξ ($75,775)","Apr 13, 2021",35,75775,2021-04-13
9458,Sold,Kornelij…,0x60cd04,"13.99Ξ ($52,606)","May 13, 2021",13.99,52606,2021-05-13
0299,Sold,Deeze,0x0654ef,"12.77Ξ ($47,846)","May 13, 2021",12.77,47846,2021-05-13
6402,Sold,0x4c9692,valko.et…,"50Ξ ($187,339)","May 13, 2021",50,187339,2021-05-13
6402,Sold,0x062c54,0x4c9692,"85Ξ ($301,600)","May 08, 2021",85,301600,2021-05-08
5546,Sold,0x4c9692,0x8e7644,"33Ξ ($123,643)","May 13, 2021",33,123643,2021-05-13
9303,Sold,0xa469a5,wookie.e…,"12Ξ ($46,725)","May 13, 2021",12,46725,2021-05-13
5104,Sold,10774949,1633948,"12.50Ξ ($47,227)","May 13, 2021",12.5,47227,2021-05-13
1812,Sold,0xaaaba0,0x2da7e2,"21Ξ ($79,342)","May 13, 2021",21,79342,2021-05-13
6825,Sold,0x387405,antagoni…,"13.25Ξ ($50,582)","May 13, 2021",13.25,50582,2021-05-13
5667,Sold,0x387405,10993012,"13Ξ ($48,169)","May 13, 2021",13,48169,2021-05-13
7132,Sold,0x2f06ff,0x577ebc,"17Ξ ($63,729)","May 13, 2021",17,63729,2021-05-13
3496,Sold,0x3be89b,8719534,"17.07Ξ ($68,080)","May 13, 2021",17.07,68080,2021-05-13
6641,Sold,9119710,0xe4446d,"13.50Ξ ($53,917)","May 13, 2021",13.5,53917,2021-05-13
4960,Sold,0x0d7794,0xddcc62,"13.50Ξ ($53,165)","May 13, 2021",13.5,53165,2021-05-13
5997,Sold,9119710,willmati…,"14.50Ξ ($57,103)","May 13, 2021",14.5,57103,2021-05-13
7816,Sold,patata.e…,0x86f391,"17Ξ ($66,949)","May 13, 2021",17,66949,2021-05-13
6196,Sold,0x950ec3,0x0ecd8a,"17Ξ ($65,287)","May 13, 2021",17,65287,2021-05-13
3632,Sold,0xb34860,0x28e987,"14Ξ ($56,807)","May 12, 2021",14,56807,2021-05-12
1587,Sold,5019282,tonyherr…,"30Ξ ($122,076)","May 12, 2021",30,122076,2021-05-12
0512,Sold,4382224,5734076,"34.70Ξ ($141,201)","May 12, 2021",34.7,141201,2021-05-12
0512,Sold,16706349,4834302,"62.50Ξ ($182,317)","May 01, 2021",62.5,182317,2021-05-01
6217,Sold,0xf2907a,runhot99…,"25Ξ ($101,730)","May 12, 2021",25,101730,2021-05-12
7641,Sold,0x42de10,0x577ebc,"40Ξ ($162,768)","May 12, 2021",40,162768,2021-05-12
7641,Sold,VonMises,0x49c3fe,"95Ξ ($301,093)","May 03, 2021",95,301093,2021-05-03
2366,Sold,0x40f277,14222446,"24.90Ξ ($99,793)","May 12, 2021",24.9,99793,2021-05-12
2366,Sold,0x7a8d8f,4256375,"22.50Ξ ($88,035)","May 09, 2021",22.5,88035,2021-05-09
5193,Sold,3699717,1244261,"16.50Ξ ($67,727)","May 12, 2021",16.5,67727,2021-05-12
1878,Sold,0xf2907a,4455321,"88Ξ ($361,208)","May 12, 2021",88,361208,2021-05-12
1878,Sold,0xd7e7a0,752313,"28Ξ ($66,912)","Apr 14, 2021",28,66912,2021-04-14
8325,Sold,tappy.et…,0x023ef7,"35Ξ ($149,096)","May 12, 2021",35,149096,2021-05-12
5393,Sold,0x387405,wookie.e…,"14Ξ ($60,339)","May 12, 2021",14,60339,2021-05-12
1473,Sold,0x20f9dd,0x6c4aec,"15.60Ξ ($66,516)","May 12, 2021",15.6,66516,2021-05-12
4046,Sold,0xa37ed0,0x753b20,"16.94Ξ ($73,374)","May 12, 2021",16.94,73374,2021-05-12
7148,Sold,0x344f2b,tsz.eth,"24.24Ξ ($103,813)","May 12, 2021",24.24,103813,2021-05-12
7148,Sold,0xc5e672,0x344f2b,"21Ξ ($87,866)","May 12, 2021",21,87866,2021-05-12
7148,Sold,0x74be0a,0xc5e672,"22.50Ξ ($89,998)","May 10, 2021",22.5,89998,2021-05-10
7148,Sold,0x379133,0x74be0a,"21Ξ ($72,834)","May 05, 2021",21,72834,2021-05-05
9386,Sold,4915169,3428139,"17.45Ξ ($73,013)","May 12, 2021",17.45,73013,2021-05-12
9386,Sold,3926171,4915169,"16Ξ ($64,838)","May 11, 2021",16,64838,2021-05-11
5674,Sold,0x034b46,0x344f2b,"21.77Ξ ($91,088)","May 12, 2021",21.77,91088,2021-05-12
3273,Sold,Deeze,0x0a24f6,"17.99Ξ ($75,272)","May 12, 2021",17.99,75272,2021-05-12
2257,Sold,3926171,keyboard…,"17Ξ ($71,011)","May 12, 2021",17,71011,2021-05-12
4235,Sold,12192872,11682482,"32Ξ ($133,668)","May 12, 2021",32,133668,2021-05-12
7308,Sold,3926171,957165,"16.50Ξ ($68,923)","May 12, 2021",16.5,68923,2021-05-12
2126,Sold,quantbik…,0x43fb99,"17.50Ξ ($73,100)","May 12, 2021",17.5,73100,2021-05-12
2126,Sold,0xd57818,0x62bdc6,"23.88Ξ ($75,685)","May 03, 2021",23.88,75685,2021-05-03
1451,Sold,13074342,970122,"17Ξ ($71,011)","May 12, 2021",17,71011,2021-05-12
1451,Sold,7910798,13074342,"26Ξ ($82,404)","May 03, 2021",26,82404,2021-05-03
1451,Sold,7310068,7910798,"19.50Ξ ($45,353)","Apr 21, 2021",19.5,45353,2021-04-21
2806,Sold,11411939,8338175,"26.99Ξ ($112,556)","May 12, 2021",26.99,112556,2021-05-12
2806,Sold,1700403,11411939,"25Ξ ($69,277)","Apr 29, 2021",25,69277,2021-04-29
1588,Sold,13162917,8338175,"22.50Ξ ($93,832)","May 12, 2021",22.5,93832,2021-05-12
5872,Sold,9119710,8338175,"16Ξ ($66,269)","May 12, 2021",16,66269,2021-05-12
3708,Sold,quantbik…,0x7f3aff,"16.66Ξ ($69,003)","May 12, 2021",16.66,69003,2021-05-12
8814,Sold,3926171,8338175,"17.50Ξ ($72,482)","May 12, 2021",17.5,72482,2021-05-12
2774,Sold,3926171,8338175,"18Ξ ($74,553)","May 12, 2021",18,74553,2021-05-12
2036,Sold,0x4e2a48,0x7f3aff,"17.99Ξ ($74,511)","May 12, 2021",17.99,74511,2021-05-12
2036,Sold,0x62bdc6,0x4e2a48,"19.49Ξ ($44,991)","Apr 25, 2021",19.49,44991,2021-04-25
3194,Sold,957165,8955605,"30.99Ξ ($127,991)","May 11, 2021",30.99,127991,2021-05-11
3194,Sold,12743405,957165,"30Ξ ($68,466)","Apr 13, 2021",30,68466,2021-04-13
2506,Sold,0x0b8f4c,14054765,"20.50Ξ ($83,367)","May 11, 2021",20.5,83367,2021-05-11
5202,Sold,0x3be89b,wookie.e…,"16.60Ξ ($67,270)","May 11, 2021",16.6,67270,2021-05-11
4914,Sold,3926171,4915169,"16Ξ ($64,838)","May 11, 2021",16,64838,2021-05-11
4391,Sold,wookie.e…,0x538b5d,"16Ξ ($64,838)","May 11, 2021",16,64838,2021-05-11
8686,Sold,0xdf612c,2324101,"88Ξ ($356,609)","May 11, 2021",88,356609,2021-05-11
7438,Sold,3926171,9061146,"17Ξ ($68,438)","May 11, 2021",17,68438,2021-05-11
2175,Sold,0x3be89b,psylinse…,"18.50Ξ ($74,477)","May 11, 2021",18.5,74477,2021-05-11
7136,Sold,0x6336fb,0x997bf8,"28.75Ξ ($116,954)","May 11, 2021",28.75,116954,2021-05-11
7136,Sold,0x1d337f,0x6336fb,"29.90Ξ ($66,659)","Apr 13, 2021",29.9,66659,2021-04-13
2493,Sold,3926171,runhot99…,"17Ξ ($67,435)","May 11, 2021",17,67435,2021-05-11
4090,Sold,3926171,6428511,"17.50Ξ ($69,418)","May 11, 2021",17.5,69418,2021-05-11
1735,Sold,3926171,5734076,"17.50Ξ ($69,526)","May 11, 2021",17.5,69526,2021-05-11
3420,Sold,3926171,5734076,"17.50Ξ ($69,526)","May 11, 2021",17.5,69526,2021-05-11
3527,Sold,3699717,5734076,"17.50Ξ ($69,526)","May 11, 2021",17.5,69526,2021-05-11
2348,Sold,quantbik…,0x577ebc,"16.90Ξ ($67,142)","May 11, 2021",16.9,67142,2021-05-11
4854,Sold,0xc5b066,0x577ebc,"16.50Ξ ($65,583)","May 11, 2021",16.5,65583,2021-05-11
5611,Sold,3926171,5734076,"17Ξ ($67,571)","May 11, 2021",17,67571,2021-05-11
4948,Sold,quantbik…,0x577ebc,"16.66Ξ ($66,219)","May 11, 2021",16.66,66219,2021-05-11
4948,Sold,Ravachol,wookie.e…,"20Ξ ($68,832)","May 06, 2021",20,68832,2021-05-06
3390,Sold,3926171,omri.tin…,"17.50Ξ ($69,558)","May 11, 2021",17.5,69558,2021-05-11
4521,Sold,3926171,5734076,"17Ξ ($67,571)","May 11, 2021",17,67571,2021-05-11
7281,Sold,quantbik…,0x577ebc,"16.66Ξ ($67,336)","May 11, 2021",16.66,67336,2021-05-11
7281,Sold,0xb9afc8,0x41eff4,"24.80Ξ ($78,601)","May 03, 2021",24.8,78601,2021-05-03
5418,Sold,3926171,15274875,"18Ξ ($72,752)","May 11, 2021",18,72752,2021-05-11
7104,Sold,0x3be89b,5734076,"17Ξ ($68,710)","May 11, 2021",17,68710,2021-05-11
1967,Sold,0xf36972,0xb70c1a,"70Ξ ($282,923)","May 11, 2021",70,282923,2021-05-11
9161,Sold,3926171,daddykal…,"17Ξ ($68,710)","May 11, 2021",17,68710,2021-05-11
1813,Sold,3926171,5734076,"17Ξ ($68,710)","May 11, 2021",17,68710,2021-05-11
3604,Sold,3926171,5734076,"17Ξ ($68,249)","May 11, 2021",17,68249,2021-05-11
5729,Sold,3926171,5311441,"18Ξ ($72,264)","May 11, 2021",18,72264,2021-05-11
1890,Sold,quantbik…,0x367fd6,"16.90Ξ ($67,848)","May 11, 2021",16.9,67848,2021-05-11
6588,Sold,0x08c880,0x577ebc,"17.75Ξ ($69,430)","May 11, 2021",17.75,69430,2021-05-11
6588,Sold,0x0e9aed,0x08c880,"22.99Ξ ($67,577)","May 02, 2021",22.99,67577,2021-05-02
4219,Sold,0xc5b066,0x577ebc,"17.60Ξ ($68,843)","May 11, 2021",17.6,68843,2021-05-11
4219,Sold,0x56fc4b,wookie.e…,"19.10Ξ ($68,207)","May 06, 2021",19.1,68207,2021-05-06
6401,Sold,0x7b5485,5734076,"16.98Ξ ($67,294)","May 11, 2021",16.98,67294,2021-05-11
5357,Sold,0x7fccd5,0x92c431,"18.70Ξ ($72,797)","May 11, 2021",18.7,72797,2021-05-11
6584,Sold,0xe8f119,0xb198dd,"16.75Ξ ($65,444)","May 11, 2021",16.75,65444,2021-05-11
6584,Sold,0x4f63c2,0xe8f119,"21.98Ξ ($64,790)","May 02, 2021",21.98,64790,2021-05-02
6584,Sold,0x379133,0x62bdc6,"18Ξ ($44,792)","Apr 15, 2021",18,44792,2021-04-15
3334,Sold,0x009988,0xb565d5,"19Ξ ($76,609)","May 10, 2021",19,76609,2021-05-10
3334,Sold,NFTinTin,0xb08be7,"29.49Ξ ($104,380)","May 08, 2021",29.49,104380,2021-05-08
9952,Sold,0x82a046,runhot99…,"67.50Ξ ($260,075)","May 10, 2021",67.5,260075,2021-05-10
6293,Sold,0x18ee9c,shilpixe…,"20Ξ ($77,059)","May 10, 2021",20,77059,2021-05-10
6293,Sold,0x19f233,0x18ee9c,"24Ξ ($52,350)","Apr 18, 2021",24,52350,2021-04-18
9731,Sold,0xaaaba0,Ur84NKri…,"21.49Ξ ($82,800)","May 10, 2021",21.49,82800,2021-05-10
5930,Sold,TokenAng…,0x3c22d6,"25Ξ ($96,324)","May 10, 2021",25,96324,2021-05-10
4744,Sold,0x4affe1,0x54a54b,"18.99Ξ ($75,958)","May 10, 2021",18.99,75958,2021-05-10
4744,Sold,SenecaEt…,0x4affe1,"18Ξ ($73,959)","May 10, 2021",18,73959,2021-05-10
6353,Sold,39304,11921068,"20Ξ ($79,998)","May 10, 2021",20,79998,2021-05-10
6353,Sold,1538320,11570151,"29.50Ξ ($104,415)","May 08, 2021",29.5,104415,2021-05-08
7815,Sold,0xf3016b,6412761,"35Ξ ($144,776)","May 10, 2021",35,144776,2021-05-10
5383,Sold,13401139,15206237,"21.75Ξ ($90,841)","May 10, 2021",21.75,90841,2021-05-10
9764,Sold,0x0ecd8a,0xe9581f,"43Ξ ($179,595)","May 10, 2021",43,179595,2021-05-10
9764,Sold,tappy.et…,0x0ecd8a,"42Ξ ($123,803)","May 02, 2021",42,123803,2021-05-02
8897,Sold,0x23b50b,0xba19ba,"21.50Ξ ($89,662)","May 10, 2021",21.5,89662,2021-05-10
8075,Sold,NFTinTin,0x7dde66,"37Ξ ($150,069)","May 10, 2021",37,150069,2021-05-10
5639,Sold,0x20f9dd,0xbb1ec7,"43.60Ξ ($176,838)","May 10, 2021",43.6,176838,2021-05-10
4461,Sold,7293485,2139890,"28Ξ ($114,567)","May 10, 2021",28,114567,2021-05-10
3982,Sold,7293485,11996186,"31.50Ξ ($128,888)","May 10, 2021",31.5,128888,2021-05-10
3795,Sold,15896698,11996186,"62Ξ ($253,685)","May 10, 2021",62,253685,2021-05-10
3795,Sold,11844417,571999,"75Ξ ($178,154)","Apr 23, 2021",75,178154,2021-04-23
9089,Sold,0xf70961,0x0e9aed,"19.87Ξ ($80,398)","May 10, 2021",19.87,80398,2021-05-10
3441,Sold,0x4897d3,0x0a4071,"80Ξ ($323,698)","May 10, 2021",80,323698,2021-05-10
6546,Sold,0x0e9aed,0x321022,"22Ξ ($89,017)","May 10, 2021",22,89017,2021-05-10
6546,Sold,0x6f64db,0x0e9aed,"20Ξ ($77,870)","May 09, 2021",20,77870,2021-05-09
8548,Sold,0x18ee9c,anonymou…,"20.50Ξ ($80,983)","May 10, 2021",20.5,80983,2021-05-10
8548,Sold,0x6f4a2d,0x18ee9c,"22.22Ξ ($62,937)","May 01, 2021",22.22,62937,2021-05-01
8408,Sold,0x62bdc6,0xef352a,"18.99Ξ ($74,426)","May 10, 2021",18.99,74426,2021-05-10
9206,Sold,0x44a3cc,0x0d93bc,"26.50Ξ ($103,900)","May 09, 2021",26.5,103900,2021-05-09
9206,Sold,brotman.…,0x76fe8e,"22Ξ ($54,475)","Apr 22, 2021",22,54475,2021-04-22
6807,Sold,0x131b2b,0xf51d05,"46.50Ξ ($181,817)","May 09, 2021",46.5,181817,2021-05-09
6807,Sold,0x671f71,0x131b2b,"45Ξ ($109,908)","Apr 22, 2021",45,109908,2021-04-22
9744,Sold,0xece772,0xc9a58d,"20.00Ξ ($78,201)","May 09, 2021",20,78201,2021-05-09
6888,Sold,0xb73307,0x087173,"20.50Ξ ($80,156)","May 09, 2021",20.5,80156,2021-05-09
6888,Sold,AZonneve…,0xb73307,"27.91Ξ ($91,784)","May 04, 2021",27.91,91784,2021-05-04
6888,Sold,0xa25803,AZonneve…,"24Ξ ($61,705)","Apr 27, 2021",24,61705,2021-04-27
7349,Sold,0x7fc4ad,4915169,"18Ξ ($70,761)","May 09, 2021",18,70761,2021-05-09
7349,Sold,0x3731a5,8373421,"25Ξ ($89,276)","May 06, 2021",25,89276,2021-05-06
6043,Sold,6689278,12263111,"139.36Ξ ($547,845)","May 09, 2021",139.36,547845,2021-05-09
8389,Sold,0xa2dcba,0x20a6f2,"20.38Ξ ($78,235)","May 09, 2021",20.38,78235,2021-05-09
8389,Sold,0x4f63c2,0xa2dcba,"21.97Ξ ($57,098)","Apr 28, 2021",21.97,57098,2021-04-28
8198,Sold,3926171,2139890,"20.50Ξ ($78,684)","May 09, 2021",20.5,78684,2021-05-09
4630,Sold,0x83fdb6,0x519e4a,"35Ξ ($132,623)","May 09, 2021",35,132623,2021-05-09
5296,Sold,3699717,11609383,"19.50Ξ ($74,542)","May 09, 2021",19.5,74542,2021-05-09
6180,Sold,0x387405,6583658,"23.45Ξ ($89,642)","May 09, 2021",23.45,89642,2021-05-09
7161,Sold,3699717,6583658,"23Ξ ($87,922)","May 09, 2021",23,87922,2021-05-09
7029,Sold,3926171,15229387,"22Ξ ($86,526)","May 09, 2021",22,86526,2021-05-09
9436,Sold,0x087173,0xcacdf5,"23.50Ξ ($92,425)","May 09, 2021",23.5,92425,2021-05-09
9436,Sold,0x06dc1e,0x087173,"23.50Ξ ($92,412)","May 08, 2021",23.5,92412,2021-05-08
5039,Sold,0x009988,0xf19df7,"20Ξ ($79,484)","May 09, 2021",20,79484,2021-05-09
5039,Sold,0x1adc72,0xb08be7,"26Ξ ($92,027)","May 08, 2021",26,92027,2021-05-08
4148,Sold,0xbff231,0xe8831f,"29.99Ξ ($115,507)","May 09, 2021",29.99,115507,2021-05-09
4148,Sold,0xf36972,0xbff231,"27.50Ξ ($100,476)","May 08, 2021",27.5,100476,2021-05-08
5374,Sold,0x7f49d2,0x371b69,"21.70Ξ ($84,138)","May 09, 2021",21.7,84138,2021-05-09
5374,Sold,0xc5b066,0x7f49d2,"20.47Ξ ($50,334)","Apr 26, 2021",20.47,50334,2021-04-26
4951,Sold,0x62bdc6,cryptoke…,"18.75Ξ ($72,561)","May 09, 2021",18.75,72561,2021-05-09
4951,Sold,0x494508,0xcded7e,"22.05Ξ ($53,055)","Apr 17, 2021",22.05,53055,2021-04-17
4951,Sold,0x44da37,0x494508,"21Ξ ($51,609)","Apr 16, 2021",21,51609,2021-04-16
2672,Sold,whiterab…,anonymou…,"19.50Ξ ($75,464)","May 09, 2021",19.5,75464,2021-05-09
2669,Sold,whiterab…,anonymou…,"18.90Ξ ($73,142)","May 09, 2021",18.9,73142,2021-05-09
9143,Sold,0x62bdc6,anonymou…,"18.49Ξ ($71,555)","May 09, 2021",18.49,71555,2021-05-09
9143,Sold,0x0e9aed,brazy.et…,"23.99Ξ ($76,034)","May 03, 2021",23.99,76034,2021-05-03
9143,Sold,0x3fcac5,0x0e9aed,"22Ξ ($47,615)","Apr 13, 2021",22,47615,2021-04-13
4175,Sold,0xcc46f3,0xccf43d,"22.50Ξ ($87,439)","May 09, 2021",22.5,87439,2021-05-09
4175,Sold,Gmugr,0xcc46f3,"22.15Ξ ($54,471)","Apr 26, 2021",22.15,54471,2021-04-26
4175,Sold,0x62bdc6,Gmugr,"20.80Ξ ($47,146)","Apr 13, 2021",20.8,47146,2021-04-13
9508,Sold,metadive…,0x0d93bc,"28Ξ ($110,107)","May 08, 2021",28,110107,2021-05-08
9508,Sold,0xaea8e3,metadive…,"27.99Ξ ($88,712)","May 03, 2021",27.99,88712,2021-05-03
9508,Sold,0xe3bf86,0xaea8e3,"23.99Ξ ($65,668)","Apr 28, 2021",23.99,65668,2021-04-28
9508,Sold,0xf36972,0xe3bf86,"24.99Ξ ($58,297)","Apr 21, 2021",24.99,58297,2021-04-21
9839,Sold,magicdhz…,sillytun…,"39.69Ξ ($156,077)","May 08, 2021",39.69,156077,2021-05-08
4130,Sold,0x5fd36a,0x415424,"26Ξ ($100,851)","May 08, 2021",26,100851,2021-05-08
1908,Sold,0x18ee9c,0xa3cd11,"29Ξ ($110,995)","May 08, 2021",29,110995,2021-05-08
8015,Sold,antagoni…,0x40f277,"28.75Ξ ($109,571)","May 08, 2021",28.75,109571,2021-05-08
4162,Sold,0xce9000,0x537dc8,"22Ξ ($83,846)","May 08, 2021",22,83846,2021-05-08
0382,Sold,0x6611fe,11996186,"130Ξ ($495,197)","May 08, 2021",130,495197,2021-05-08
